,title,price,furnishing,bathrooms,tenant preferred,carpet area,House,BHK,place,floor_number,total_floors
618,"2 BHK Apartment for Rent in Olive Heights, Kadavanthra Kochi",31000.0,Unfurnished,2.0,Bachelors/Family,1254.0,Apartment,2,Kadavanthra,8.0,18.0
619,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",75000.0,Furnished,4.0,Family,1574.0,Apartment,3,Marine Drive,15.0,25.0
620,1 BHK House for Rent in Infopark Campus Kochi,10000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Campus,1.0,3.0
621,"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi",32000.0,Furnished,2.0,Bachelors/Family,,Apartment,2,Edappally,7.0,9.0
622,"3 BHK Apartment for Rent in ABAD Daffodil Gardens, Thrippunithura Kochi",35000.0,Semi-Furnished,3.0,Bachelors/Family,1540.0,Apartment,3,Thrippunithura,4.0,10.0
623,"3 BHK Apartment for Rent in Tiknar Petals, Kadavanthra Kochi",30000.0,Semi-Furnished,3.0,Bachelors/Family,,Apartment,3,Kadavanthra,3.0,15.0
624,1 BHK House for Rent in Fort Cochin Kochi,9000.0,Semi-Furnished,1.0,Bachelors/Family,,House,1,Cochin,,
625,"3 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",20000.0,Furnished,3.0,Bachelors/Family,1800.0,Builder Floor,3,Aluva,3.0,22.0
628,2 BHK Builder Floor for Rent in Midhunam House Kochi,17500.0,Semi-Furnished,2.0,Bachelors/Family,,Builder Floor,2,House,2.0,3.0
629,"4 BHK Apartment for Rent in Ansal City, Thrippunithura Kochi",48000.0,Furnished,4.0,Bachelors/Family,,Apartment,4,Thrippunithura,7.0,11.0
630,"2 BHK Builder Floor for Rent in Tricore 22, Aluva Kochi",16500.0,Furnished,2.0,Bachelors/Family,700.0,Builder Floor,2,Aluva,3.0,5.0
631,"3 BHK Apartment for Rent in SFS Grandville , Thrikkakara Kochi",40000.0,Semi-Furnished,4.0,Bachelors/Family,1730.0,Apartment,3,Thrikkakara,6.0,13.0
632,"1 BHK Apartment for Rent in Alpine Suites, Aluva Kochi",10000.0,Furnished,1.0,Bachelors,,Apartment,1,Aluva,,
633,"3 BHK Apartment for Rent in TATA Tritvam , Marine Drive Kochi",90000.0,Furnished,4.0,Bachelors/Family,1900.0,Apartment,3,Marine Drive,13.0,25.0
634,"3 BHK Apartment for Rent in Skyline Zircon , Panampily Nagar Kochi",38000.0,Furnished,3.0,Bachelors/Family,,Apartment,3,Panampily Nagar,4.0,12.0
